,Address,Location,Date of sale,Boarea (m²),Total Area (m²),Rooms,Plot Area (m²),Closing price (kr)
1473,Skvaltvägen 3,"Romelanda Diseröd,          Kungälvs kommun",16 december 2016,180.0,325.0,8.0,1 352 ,3700000.0
1474,Västerhöjdsvägen 8,"Kärna,          Kungälvs kommun",9 december 2016,,,2.0,473 ,3200000.0
1475,Norra Arödsvägen 40,"Aröd,          Kungälvs kommun",5 december 2016,55.0,,3.0,1 584 ,2620000.0
1476,Östergårdsgatan 12,"Kungälv - Ytterby,          Kungälvs kommun",2 december 2016,180.0,235.0,5.0,1 137 ,5460000.0
1477,Åseby 400,"Kungälv - Rörtången,          Kungälvs kommun",29 november 2016,154.0,159.0,5.0,2 523 ,4550000.0
1478,Täljstensgatan 2,"Ytterby,          Kungälvs kommun",28 november 2016,70.0,,3.0,551 ,3000000.0
1479,Västra Gatan 35a,"Kungälv - Centrum,          Kungälvs kommun",22 november 2016,214.0,258.0,8.0,344 ,6450000.0
1480,Parken 110,"Kode lantligt,          Kungälvs kommun",18 november 2016,157.0,,7.0,4 160 ,4510000.0
1481,Diserödsvägen 15,"Romelanda Diseröd,          Kungälvs kommun",17 november 2016,114.0,219.0,7.0,719 ,3825000.0
1482,Gunneröd 460,"LYCKE,          Kungälvs kommun",12 november 2016,87.0,132.0,3.0,1 067 ,2725000.0
1483,Storskiftegatan 100,"Ytterby,          Kungälvs kommun",11 november 2016,135.0,,6.0,782 ,4215000.0
1484,Rökgatan 9,"Centrum,          Kungälvs kommun",4 november 2016,71.0,130.0,5.0,737 ,2950000.0
1485,Diamantvägen 52,"Kode,          Kungälvs kommun",2 november 2016,156.0,,6.0,557 ,4200000.0
1486,Väderhattsgatan 3,"Iskällan,          Kungälvs kommun",1 november 2016,180.0,261.0,8.0,1 069 ,6030000.0
1487,Skårpedal 160,"Lycke,          Kungälvs kommun",27 oktober 2016,122.0,192.0,5.0,1 643 ,3530000.0
1488,Kaprifolvägen 6,"Kärna,          Kungälvs kommun",27 oktober 2016,128.0,,5.0,524 ,3330000.0
1489,Vävra 495,"Vävra - Tjuvkil - Kungälv,          Kungälvs kommun",26 oktober 2016,34.0,89.0,2.0,3 273 ,950000.0
1490,Oxelvägen 40,"Romelanda,          Kungälvs kommun",20 oktober 2016,109.0,154.0,5.0,300 ,3460000.0
1491,Ulvebackegatan 6,"Bohuslän,          Kungälvs kommun",18 oktober 2016,135.0,163.0,5.0,1 135 ,4400000.0
1492,Häljeröd 190,"Romelanda,          Kungälvs kommun",17 oktober 2016,84.0,163.0,5.0,4 000 ,3400000.0
1493,Kornhall 210,"Harestad,          Kungälvs kommun",17 oktober 2016,80.0,,4.0,570 ,2200000.0
1494,Tröskvägen 270,"Ullstorp,          Kungälvs kommun",14 oktober 2016,140.0,,5.0,557 ,5700000.0
1495,Glöskär 300,"Kärna,          Kungälvs kommun",13 oktober 2016,60.0,,3.0,1 988 ,1400000.0
1496,Västerängen 17,"Ytterby,          Kungälvs kommun",13 oktober 2016,143.0,180.0,6.0,825 ,4550000.0
1497,Solhultsgatan 20,"Centrum,          Kungälvs kommun",12 oktober 2016,112.0,158.0,4.0,558 ,3830000.0
1498,Prästbol 165,"Aröd,          Kungälvs kommun",10 oktober 2016,171.0,,6.0,2 805 ,5400000.0
1499,Toftåsen 10,"Sundhammar,          Kungälvs kommun",8 oktober 2016,70.0,,3.0,1 961 ,2490000.0
1500,Solvagnsgatan 28,"Ytterby - Stället,          Kungälvs kommun",8 oktober 2016,164.0,176.0,6.0,441 ,4725000.0
1501,Kärrhed 240,"Kärna,          Kungälvs kommun",7 oktober 2016,48.0,,2.0,2 760 ,2100000.0
1502,Sköldgatan 5,"Ytterby Stället,          Kungälvs kommun",5 oktober 2016,137.0,145.0,5.0,437 ,4400000.0
1503,Signehög 210,"Kungälv - Romelanda,          Kungälvs kommun",30 september 2016,142.0,,6.0,945 ,3100000.0
1504,Hallsbrovägen 3,"Kärna,          Kungälvs kommun",29 september 2016,60.0,,2.0,1 801 ,1150000.0
1505,Lökebergsvägen 41,"Lökeberg,          Kungälvs kommun",29 september 2016,44.0,50.0,2.0,1 511 ,2550000.0
1506,Domsvägen 3,"Ytterby,          Kungälvs kommun",29 september 2016,157.0,256.0,6.0,921 ,4850000.0
1507,Plogvägen 180,"Kungälv,          Kungälvs kommun",25 september 2016,106.0,111.0,,338 ,4300000.0
1508,Bärtas väg 13,"Ödsmålsmosse,          Kungälvs kommun",23 september 2016,75.0,,3.0,1 418 ,3250000.0
1509,Onyxvägen 19,"Kode,          Kungälvs kommun",23 september 2016,155.0,,7.0,557 ,4750000.0
1510,Lingonvägen 38,"Centralt,          Kungälvs kommun",17 september 2016,127.0,,5.0,428 ,4560000.0
1511,Djupuddsvägen 20,"Marstrand - Instön,          Kungälvs kommun",14 september 2016,112.0,,3.0,1 438 ,3500000.0
1512,Kastellegårdsgatan 47,"KUNGÄLV,          Kungälvs kommun",13 september 2016,116.0,166.0,4.0,938 ,3425000.0
1513,Rosenstensvägen 41,"Kode,          Kungälvs kommun",10 september 2016,135.0,,,193 ,2800000.0
1514,Annas väg 25,"Kovikshamn,          Kungälvs kommun",9 september 2016,62.0,84.0,3.0,1 026 ,2730000.0
1515,Knaverstad-Ryr 580,"Aröd,          Kungälvs kommun",2 september 2016,158.0,162.0,6.0,1 012 ,2840000.0
1516,Solrosvägen 12,"Kärna,          Kungälvs kommun",1 september 2016,135.0,231.0,8.0,818 ,3325000.0
1517,Bergåsvägen 16 C-D,"Ytterby,          Kungälvs kommun",30 augusti 2016,,,6.0,600 ,4700000.0
1518,Åkerhög 310,"Vedhall - Åkerhög,          Kungälvs kommun",28 augusti 2016,65.0,,3.0,1 500 ,2050000.0
1519,Skårby Mosse 870,"Bohuslän,          Kungälvs kommun",26 augusti 2016,147.0,197.0,5.0,3 073 ,4000000.0
1520,Rörtången 126,"Rörtången,          Kungälvs kommun",25 augusti 2016,170.0,190.0,5.0,1 638 ,8700000.0
1521,Sjöhåla Strandväg 14,"Kovikshamn,          Kungälvs kommun",24 augusti 2016,164.0,,4.0,1 075 ,5700000.0
1522,Tegskiftegatan 20,"YTTERBY,          Kungälvs kommun",20 augusti 2016,102.0,204.0,5.0,969 ,3550000.0
1523,Bärtas väg 23,"Ödsmålsmosse,          Kungälvs kommun",18 augusti 2016,51.0,71.0,3.0,1 380 ,3025000.0
1524,Långgatan 8,"Marstrandsön,          Kungälvs kommun",15 augusti 2016,244.0,294.0,11.0,318 ,11250000.0
1525,Instölid 40,"Marstrand-Instön,          Kungälvs kommun",14 augusti 2016,70.0,,4.0,1 010 ,3500000.0
1526,Åsebyberg 847,"KODE,          Kungälvs kommun",12 augusti 2016,120.0,135.0,4.0,1 163 ,3300000.0
1527,Bremnäs 305,"LYCKE,          Kungälvs kommun",8 augusti 2016,115.0,,4.0,1 979 ,4000000.0
1528,Tröskvägen 256,"Ullstorp,          Kungälvs kommun",28 juli 2016,149.0,158.0,6.0,440 ,5355000.0
1529,Östra röd 248,"HARESTAD,          Kungälvs kommun",27 juli 2016,144.0,,,2 006 ,4200000.0
1530,Stenstavägen 21,"Tjuvkil,          Kungälvs kommun",25 juli 2016,140.0,198.0,6.0,1 223 ,6000000.0
1531,Rombacka 180,"Kareby,          Kungälvs kommun",20 juli 2016,53.0,60.0,2.0,2 031 ,1075000.0
1532,Vedbackavägen 4 A + B,"Rödbo,          Kungälvs kommun",18 juli 2016,254.0,296.0,7.0,1 046 ,2900000.0
1533,Lefstad 110,"Kärna,          Kungälvs kommun",15 juli 2016,182.0,,8.0,2 630 ,2600000.0
1534,Gunneröd 290,"Lycke,          Kungälvs kommun",15 juli 2016,132.0,171.0,4.0,2 125 ,2300000.0
1535,Duvesjön 228,"Duvesjön,          Kungälvs kommun",13 juli 2016,121.0,158.0,5.0,1 150 ,3400000.0
1536,Violgatan 7,"Ytterby,          Kungälvs kommun",11 juli 2016,139.0,175.0,7.0,588 ,4200000.0
1537,Instölid 65,"Marstrand-Instön,          Kungälvs kommun",10 juli 2016,60.0,,4.0,1 012 ,3320000.0
1538,Rörtången 103,"Rörtången,          Kungälvs kommun",8 juli 2016,162.0,224.0,5.0,1 015 ,7250000.0
1539,Nereby 360,"Kärna - Harestad,          Kungälvs kommun",6 juli 2016,120.0,160.0,6.0,1 149 ,3100000.0
1540,Skår 260,"Romelanda Skår,          Kungälvs kommun",6 juli 2016,31.0,,2.0,785 ,250000.0
1541,Mariebergsvägen 130,"Östra Kungälv - Marieberg,          Kungälvs kommun",5 juli 2016,230.0,271.0,10.0,2 100 ,5520000.0
1542,Lerlycke 240,"Lerlycke - Kärna,          Kungälvs kommun",5 juli 2016,129.0,173.0,3.0,12 665 ,4420000.0
1543,Rörtången 295,"Kode,          Kungälvs kommun",4 juli 2016,90.0,105.0,4.0,1 795 ,5275000.0
1544,Dannemarksgatan 45,"Tega,          Kungälvs kommun",4 juli 2016,140.0,,5.0,1 072 ,4850000.0
1545,Krokens Väg 11,"Tjuvkil,          Kungälvs kommun",4 juli 2016,148.0,,6.0,1 155 ,6000000.0
1546,Briljantvägen 9,"KODE,          Kungälvs kommun",1 juli 2016,125.0,,5.0,350 ,3200000.0
1547,Rörmossevägen 180,"Rörmossen,          Kungälvs kommun",28 juni 2016,110.0,245.0,6.0,1 827 ,3725000.0
1548,Hammar 565,"Skäggstorp,          Kungälvs kommun",26 juni 2016,160.0,,4.0,2 210 ,3000000.0
1549,Byvägen 33,"Kode Ödsmål,          Kungälvs kommun",22 juni 2016,58.0,,3.0,1 871 ,2625000.0
1550,Alelyckans väg 23,"Kode,          Kungälvs kommun",21 juni 2016,80.0,180.0,5.0,37 080 ,9000000.0
1551,Krokens Väg 16,"Tjuvkil,          Kungälvs kommun",19 juni 2016,67.0,117.0,4.0,1 590 ,3250000.0
1552,Stenstavägen 1,"Tjuvkil,          Kungälvs kommun",14 juni 2016,125.0,157.0,5.0,800 ,3850000.0
1553,Instölid 82,"MARSTRAND,          Kungälvs kommun",14 juni 2016,36.0,46.0,3.0,902 ,2320000.0
1554,Rönnvägen 7,"Romelanda Diseröd,          Kungälvs kommun",10 juni 2016,122.0,204.0,7.0,796 ,3300000.0
1555,Valler 300,"Valler - Romelanda,          Kungälvs kommun",8 juni 2016,185.0,237.0,7.0,2 497 ,3450000.0
1556,Svartedalen 220,"Svartedalen-Björkärr,          Kungälvs kommun",6 juni 2016,30.0,,3.0,1 774 ,685000.0
1557,Fontinvägen 42,"Centrum,          Kungälvs kommun",4 juni 2016,118.0,125.0,4.0,440 ,5100000.0
1558,Bokvägen 10,"Centrum,          Kungälvs kommun",3 juni 2016,125.0,152.0,5.0,635 ,4400000.0
1559,Hermansby 150,"Kärna,          Kungälvs kommun",2 juni 2016,123.0,220.0,6.0,2 397 ,4070000.0
1560,Duvesjön 348,"Kungälv -Duvesjön,          Kungälvs kommun",1 juni 2016,160.0,186.0,4.0,1 927 ,5200000.0
1561,Granndalen 12,"Lycke,          Kungälvs kommun",31 maj 2016,65.0,,2.0,1 217 ,2050000.0
1562,Åsgatan 5,"Kungälv - Centrum,          Kungälvs kommun",31 maj 2016,120.0,180.0,6.0,948 ,5565000.0
1563,Hemmansgatan 3,"Ytterby-Tega,          Kungälvs kommun",31 maj 2016,158.0,,6.0,859 ,3855000.0
1564,Jakobsvägen 27,"Aröd,          Kungälvs kommun",31 maj 2016,140.0,,5.0,2 050 ,4850000.0
1565,Olserödsgatan 114,"Kungälv - Olseröd,          Kungälvs kommun",30 maj 2016,144.0,276.0,7.0,712 ,5325000.0
1566,Slånbärsvägen 15,"Munkegärde Östra,          Kungälvs kommun",27 maj 2016,145.0,176.0,5.0,647 ,5100000.0
1567,Rosenstensvägen 33,"Kode,          Kungälvs kommun",26 maj 2016,112.0,,4.0,620 ,3400000.0
1568,Stinneröd 260,"Bohuslän,          Kungälvs kommun",26 maj 2016,65.0,130.0,4.0,1 734 ,1300000.0
1569,Onyxvägen 22,"Kode lantligt,          Kungälvs kommun",26 maj 2016,123.0,,5.0,566 ,3210000.0
1570,Hällristningsgatan 26,"Ytterby Stället,          Kungälvs kommun",26 maj 2016,75.0,,3.0,404 ,2995000.0
1571,Duvesjön 371,"Romelanda-Duvesjön,          Kungälvs kommun",23 maj 2016,,,4.0,1 808 ,3600000.0
1572,Mjölnarvägen 16,"Romelanda,          Kungälvs kommun",23 maj 2016,121.0,168.0,5.0,831 ,2385000.0
1573,Lerskärsvägen 63,"Tjuvkil,          Kungälvs kommun",21 maj 2016,110.0,120.0,3.0,884 ,3875000.0
1574,Briljantvägen 36,"Kode,          Kungälvs kommun",21 maj 2016,150.0,,5.0,462 ,4100000.0
1575,Jägarvägen 6,"Romelanda,          Kungälvs kommun",17 maj 2016,159.0,175.0,6.0,564 ,3625000.0
1576,Plogvägen 174,"Ullstorp,          Kungälvs kommun",16 maj 2016,122.0,,5.0,308 ,4175000.0
1577,Brunnefjällsvägen 3,"Vedhall,          Kungälvs kommun",15 maj 2016,94.0,110.0,4.0,1 067 ,2695000.0
1578,Toreby 380,"Harestad,          Kungälvs kommun",14 maj 2016,157.0,256.0,7.0,2 591 ,2902500.0
1579,Hemvägen 25,"Romelanda - Diseröd,          Kungälvs kommun",13 maj 2016,138.0,157.0,5.0,381 ,3250000.0
1580,Solskiftegatan 14,"Ytterby - Tega,          Kungälvs kommun",12 maj 2016,171.0,196.0,6.0,1 091 ,3900000.0
1581,Marias Väg 2,"Aröd,          Kungälvs kommun",12 maj 2016,90.0,,4.0,1 608 ,3400000.0
1582,Almvägen 3,"Romelanda - Diseröd,          Kungälvs kommun",11 maj 2016,130.0,,5.0,727 ,3300000.0
1583,Solvagnsgatan 3,"Ytterby - Stället,          Kungälvs kommun",9 maj 2016,140.0,,4.0,360 ,4300000.0
1584,Skårby Mosse 880,"Skårby,          Kungälvs kommun",9 maj 2016,,,4.0,1 782 ,2900000.0
1585,Ugglehed 180,"Önneröd,          Kungälvs kommun",6 maj 2016,106.0,170.0,5.0,15 352 ,2730000.0
1586,Vena 318,"Ytterby,          Kungälvs kommun",1 maj 2016,112.0,,4.0,9 024 ,4100000.0
1587,Duvesjön 225,"Romelanda,          Kungälvs kommun",1 maj 2016,65.0,,3.0,1 800 ,1950000.0
1588,Duvesjön 201,"Duvesjön,          Kungälvs kommun",29 april 2016,38.0,47.0,2.0,1 390 ,1300000.0
1589,Munkholmsgatan 2,"Centralt,          Kungälvs kommun",28 april 2016,137.0,210.0,7.0,893 ,4900000.0
1590,Björkstigen 9,"Romelanda,          Kungälvs kommun",28 april 2016,185.0,231.0,7.0,937 ,3700000.0
1591,Settungsvägen 62,"Ullstorp,          Kungälvs kommun",25 april 2016,140.0,166.0,6.0,372 ,4450000.0
1592,Situlagatan 2,"Ytterby,          Kungälvs kommun",24 april 2016,150.0,170.0,6.0,787 ,4500000.0
1593,Äslingsvägen 8,"Tjuvkil,          Kungälvs kommun",22 april 2016,183.0,,6.0,1 380 ,5650000.0
1594,Kärrhed 190,"Kärna,          Kungälvs kommun",21 april 2016,122.0,,4.0,1 316 ,2850000.0
1595,Olvonvägen 71,"Kungälv - Romelanda,          Kungälvs kommun",14 april 2016,115.0,230.0,6.0,2 056 ,4725000.0
1596,Rättarevägen 16,"Ytterby,          Kungälvs kommun",14 april 2016,105.0,227.0,6.0,732 ,4300000.0
1597,Ametistvägen 11,"Kode,          Kungälvs kommun",12 april 2016,107.0,,4.0,806 ,2850000.0
1598,Rådalsvägen 25 Havsutsikt,"Aröd,          Kungälvs kommun",9 april 2016,88.0,,3.0,1 462 ,2995000.0
1599,Annas Väg 10,"Kärna,          Kungälvs kommun",8 april 2016,62.0,,4.0,1 317 ,2600000.0
1600,Gunneröd 320,"Lycke,          Kungälvs kommun",8 april 2016,145.0,,5.0,1 144 ,3150000.0
1601,Gårdskiftegatan 64,"Ytterby,          Kungälvs kommun",6 april 2016,139.0,170.0,7.0,803 ,3200000.0
1602,Lahälla 610,"Skåra,          Kungälvs kommun",4 april 2016,160.0,242.0,6.0,2 098 ,5450000.0
1603,Plogvägen 203,"Kungälv,          Kungälvs kommun",29 mars 2016,122.0,131.0,5.0,295 ,4480000.0
1604,Gamla Torget 10,"Centrum,          Kungälvs kommun",24 mars 2016,113.0,,4.0,134 ,3970000.0
1605,Solskiftegatan 9,"Kungälv,          Kungälvs kommun",24 mars 2016,140.0,198.0,6.0,958 ,3850000.0
1606,Högsberg 325,"Kode,          Kungälvs kommun",23 mars 2016,100.0,,4.0,1 662 ,3250000.0
1607,Matskärsvägen 37,"Tjuvkil,          Kungälvs kommun",22 mars 2016,83.0,131.0,5.0,1 430 ,3530000.0
1608,Flateby 490,"Harestad,          Kungälvs kommun",21 mars 2016,165.0,232.0,7.0,1 030 ,1995000.0
1609,Knaverstad-Ryr 590,"Aröd,          Kungälvs kommun",18 mars 2016,90.0,,3.0,1 007 ,2500000.0
1610,Plogvägen 193,"Ullstorp,          Kungälvs kommun",17 mars 2016,106.0,,4.0,407 ,3925000.0
1611,Näckrosvägen 7,"Kärna,          Kungälvs kommun",16 mars 2016,148.0,223.0,6.0,1 553 ,4220000.0
1612,Sköldgatan 3,"Ytterby - Stället,          Kungälvs kommun",11 mars 2016,136.0,,4.0,443 ,4150000.0
1613,Duvesjön 368,"Romelanda,          Kungälvs kommun",9 mars 2016,117.0,152.0,5.0,1 132 ,3225000.0
1614,Stora Ryr 340,"Kärna,          Kungälvs kommun",8 mars 2016,144.0,156.0,5.0,952 ,2900000.0
1615,Björkliden 18,"Aröd,          Kungälvs kommun",4 mars 2016,60.0,120.0,3.0,1 050 ,2470000.0
1616,Kärnavägen 27,"Kärna,          Kungälvs kommun",2 mars 2016,150.0,180.0,6.0,862 ,3730000.0
1617,Dotorp 470,"Kärna,          Kungälvs kommun",29 februari 2016,70.0,,,19 948 ,1580000.0
1618,Marias Väg 18,"Aröd,          Kungälvs kommun",24 februari 2016,73.0,,3.0,1 498 ,2000000.0
1619,Stenhålt 125,"Romelanda,          Kungälvs kommun",24 februari 2016,157.0,195.0,6.0,5 000 ,3275000.0
1620,Hasselvägen 7,"Romelanda,          Kungälvs kommun",24 februari 2016,134.0,182.0,7.0,977 ,3410000.0
1621,Skårsäng 2,"Kärna,          Kungälvs kommun",23 februari 2016,114.0,,5.0,,3195000.0
1622,Tegskiftegatan 46,"Tega,          Kungälvs kommun",20 februari 2016,114.0,231.0,8.0,865 ,4100000.0
1623,Skårby Mosse 895,"Kareby,          Kungälvs kommun",19 februari 2016,156.0,,5.0,1 583 ,3500000.0
1624,Duvesjön 317,"Romelanda,          Kungälvs kommun",17 februari 2016,103.0,,5.0,1 084 ,3150000.0
1625,Staby 340,"Kärna,          Kungälvs kommun",15 februari 2016,159.0,284.0,6.0,1 207 ,4500000.0
1626,Tulpanvägen 4,"Kärna,          Kungälvs kommun",11 februari 2016,118.0,188.0,6.0,783 ,3500000.0
1627,Östergårdsgatan 31,"Ytterby,          Kungälvs kommun",10 februari 2016,154.0,208.0,6.0,809 ,3880000.0
1628,Oskarsbergsgatan 20,"Ytterby,          Kungälvs kommun",9 februari 2016,120.0,188.0,6.0,929 ,4020000.0
1629,Byvägen 20,"Kode,          Kungälvs kommun",29 januari 2016,64.0,89.0,4.0,1 642 ,2600000.0
1630,Reidarsgatan 5,"Komarken,          Kungälvs kommun",26 januari 2016,119.0,176.0,6.0,686 ,2650000.0
1631,Slånbärsvägen 9,"Kungälv - Centralt,          Kungälvs kommun",24 januari 2016,140.0,,4.0,855 ,5350000.0
1632,Ulvesund 438,"Kungälv - Ytterby,          Kungälvs kommun",22 januari 2016,90.0,,5.0,760 ,3150000.0
1633,Bredsten 416,"Ytterby,          Kungälvs kommun",19 januari 2016,158.0,172.0,6.0,26 920 ,6800000.0
1634,Skårby Station 520,"Kareby,          Kungälvs kommun",18 januari 2016,117.0,172.0,5.0,1 060 ,2995000.0
1635,Vena 170,"Vena - Ytterby,          Kungälvs kommun",18 januari 2016,183.0,184.0,6.0,2 650 ,3700000.0
1636,Granndalen 2,"Lycke,          Kungälvs kommun",16 januari 2016,114.0,,4.0,1 619 ,2175000.0
1637,Hanekullen 205,"Kareby,          Kungälvs kommun",13 januari 2016,90.0,180.0,2.0,1 885 ,3900000.0
1638,Smaragdvägen 30,"Kode,          Kungälvs kommun",13 januari 2016,131.0,145.0,5.0,362 ,3430000.0
1639,Hallbjörtorp 500,"Kärna,          Kungälvs kommun",12 januari 2016,162.0,,6.0,2 752 ,4070000.0
1640,Mantalsgatan 26,"Tega - Ytterby,          Kungälvs kommun",10 januari 2016,153.0,207.0,7.0,1 922 ,4570000.0
1641,Skepparegatan 5,"Marstrand - Koön,          Kungälvs kommun",5 januari 2016,184.0,209.0,9.0,474 ,8000000.0
1642,Spadvägen 1,"Ullstorp,          Kungälvs kommun",22 december 2015,75.0,115.0,3.0,1 236 ,2970000.0
1643,Timmervik 140,"Bohuslän,          Kungälvs kommun",8 december 2015,180.0,225.0,7.0,1 119 ,3695000.0
1644,Häljeröd 490,"Bohuslän,          Kungälvs kommun",6 december 2015,205.0,305.0,9.0,4 355 ,4975000.0
1645,Näckrosvägen 7,"Kungälv,          Kungälvs kommun",2 december 2015,,,,1 300 ,1200000.0
1646,Duvesjön 374,"Duvesjön,          Kungälvs kommun",26 november 2015,110.0,,4.0,1 000 ,3150000.0
1647,Blåsippegatan 3,"Ytterby,          Kungälvs kommun",26 november 2015,182.0,,6.0,579 ,4600000.0
1648,Heavägen 13,"Lycke,          Kungälvs kommun",23 november 2015,121.0,,4.0,970 ,3300000.0
1649,Mossvägen 13,"Kungälv Lökeberg,          Kungälvs kommun",17 november 2015,96.0,106.0,4.0,1 376 ,2600000.0
1650,Skårby Station 452,"Kareby,          Kungälvs kommun",17 november 2015,122.0,,2.0,2 963 ,3500000.0
1651,Bergliden 20,"Aröd,          Kungälvs kommun",9 november 2015,65.0,101.0,3.0,1 322 ,2210000.0
1652,Plogvägen 184,"Kungälv Ullstorp,          Kungälvs kommun",8 november 2015,122.0,,5.0,363 ,4410000.0
1653,Hällristningsgatan 8,"Ytterby,          Kungälvs kommun",3 november 2015,103.0,,,262 ,3500000.0
1654,Jörlandavägen 3,"Kode,          Kungälvs kommun",2 november 2015,115.0,163.0,5.0,1 165 ,2325000.0
1655,Häljeröd 320,"Romelanda,          Kungälvs kommun",2 november 2015,144.0,168.0,5.0,5 814 ,3950000.0
1656,Rådmansgatan 13,"Centrum,          Kungälvs kommun",30 oktober 2015,92.0,184.0,5.0,636 ,4900000.0
1657,Lundby 180,"Kareby,          Kungälvs kommun",30 oktober 2015,200.0,263.0,7.0,1 518 ,3400000.0
1658,Vedhallsvägen 8,"Kärna,          Kungälvs kommun",30 oktober 2015,116.0,188.0,6.0,1 864 ,2250000.0
1659,Guddeby 250,"Ytterby,          Kungälvs kommun",23 oktober 2015,174.0,,8.0,1 733 ,4000000.0
1660,Kareby Kyrkväg 340,"Kareby,          Kungälvs kommun",23 oktober 2015,183.0,,5.0,1 010 ,2950000.0
1661,Stora Ryr 280,"Bohuslän,          Kungälvs kommun",22 oktober 2015,96.0,111.0,3.0,2 254 ,1950000.0
1662,Fontinvägen 22,"Kungälv - Centrum,          Kungälvs kommun",20 oktober 2015,130.0,270.0,8.0,1 034 ,5900000.0
1663,Gamla Trollhättevägen 22,"Kungälv,          Kungälvs kommun",19 oktober 2015,65.0,125.0,2.0,1 246 ,2000000.0
1664,Settungsvägen 36,"Kungälv Ullstorp,          Kungälvs kommun",18 oktober 2015,140.0,160.0,6.0,362 ,4800000.0
1665,Bergåsvägen 21,"Ytterby Tunge,          Kungälvs kommun",16 oktober 2015,130.0,200.0,6.0,972 ,3570000.0
1666,Kämpegatan 5,"Kungälv Centralt,          Kungälvs kommun",14 oktober 2015,107.0,212.0,6.0,842 ,3850000.0
1667,Häljeröd 330,"Kungälv,          Kungälvs kommun",14 oktober 2015,145.0,150.0,6.0,6 686 ,4055500.0
1668,Mjölnarvägen 14,"Romelanda,          Kungälvs kommun",14 oktober 2015,124.0,209.0,5.0,820 ,3200000.0
1669,Hjälmgatan 9,"Ytterby,          Kungälvs kommun",13 oktober 2015,96.0,102.0,3.0,467 ,3225000.0
1670,Rävo 130,"Hålta,          Kungälvs kommun",12 oktober 2015,114.0,228.0,5.0,5 500 ,4350000.0
1671,Veneröd 540,"Hålta,          Kungälvs kommun",8 oktober 2015,250.0,,7.0,1 982 ,4065000.0
1672,Ulvesund 110,"Ytterby,          Kungälvs kommun",8 oktober 2015,153.0,203.0,4.0,3 024 ,3200000.0
1673,Helgonagatan 50,"Munkegärde,          Kungälvs kommun",7 oktober 2015,117.0,,4.0,1 675 ,2416667.0
1674,Bärnstensvägen 11,"Kode,          Kungälvs kommun",7 oktober 2015,98.0,173.0,6.0,1 005 ,3195000.0
1675,Rosenstensvägen 11,"Kode,          Kungälvs kommun",28 september 2015,140.0,155.0,5.0,562 ,3350000.0
1676,Gårdskiftegatan 13,"Ytterby - Tega,          Kungälvs kommun",26 september 2015,140.0,,5.0,1 034 ,3995000.0
1677,Storskiftegatan 96,"Ytterby Tega Kungälv,          Kungälvs kommun",26 september 2015,140.0,,5.0,810 ,4050000.0
1678,Ingetorp 130,"Kode,          Kungälvs kommun",24 september 2015,120.0,180.0,5.0,1 874 ,3050000.0
1679,Solvagnsgatan 42,"Ytterby - Stället,          Kungälvs kommun",22 september 2015,138.0,150.0,5.0,401 ,4325000.0
1680,Settungsvägen 42,"Ullstorp,          Kungälvs kommun",21 september 2015,149.0,,7.0,620 ,4900000.0
1681,Häljeröd 250,"Romelanda,          Kungälvs kommun",17 september 2015,108.0,,6.0,7 088 ,2995000.0
1682,Tofta 330,"Tofta,          Kungälvs kommun",17 september 2015,110.0,,5.0,2 927 ,6700000.0
1683,Stämmdalen 120,"Lycke,          Kungälvs kommun",16 september 2015,96.0,162.0,5.0,1 104 ,1895000.0
1684,Lökebergsvägen 27,"Kungälv Lökeberg,          Kungälvs kommun",13 september 2015,120.0,165.0,5.0,1 198 ,3840000.0
1685,Brunnefjäll 180,"Kärna Vedhall,          Kungälvs kommun",11 september 2015,143.0,203.0,5.0,1 887 ,3470000.0
1686,Häljeröd 270,"Romelanda - Diseröd,          Kungälvs kommun",10 september 2015,111.0,199.0,6.0,3 100 ,2495000.0
1687,Buderöd 160,"Kode,          Kungälvs kommun",10 september 2015,118.0,202.0,5.0,22 600 ,4075000.0
1688,Tegskiftegatan 48,"Ytterby Tega Kungälv,          Kungälvs kommun",9 september 2015,157.0,259.0,9.0,1 083 ,4950000.0
1689,Broberg 130,"Bohuslän,          Kungälvs kommun",3 september 2015,130.0,167.0,6.0,2 400 ,3425000.0
1690,Sköldgatan 4,"Ytterby,          Kungälvs kommun",2 september 2015,95.0,103.0,3.0,399 ,3075000.0
1691,Korpedalsvägen 10,"Aröd,          Kungälvs kommun",31 augusti 2015,,,3.0,1 099 ,1850000.0
1692,Käckås 110,"Ytterby,          Kungälvs kommun",31 augusti 2015,98.0,185.0,5.0,11 226 ,4400000.0
1693,Diserödsvägen 7,"Kungälv Romelanda Diseröd,          Kungälvs kommun",28 augusti 2015,127.0,179.0,5.0,737 ,2830000.0
1694,Västra Strandgatan 17,"Kungälv - Centrum,          Kungälvs kommun",26 augusti 2015,130.0,210.0,5.0,690 ,3575000.0
1695,Lövön 410,"Lövön - Kungälv/Marstrand,          Kungälvs kommun",13 augusti 2015,93.0,,3.0,2 467 ,3050000.0
1696,Toftebergsvägen 2,"Tjuvkil,          Kungälvs kommun",30 juli 2015,82.0,88.0,4.0,1 085 ,1550000.0
1697,Truskärsvägen 7,"Tjuvkil,          Kungälvs kommun",24 juli 2015,181.0,264.0,6.0,3 390 ,4350000.0
